pwacc,name,pwtype,category,url,source,srcid,externalid,extid,taxid,taxname,core,cids,geneids,protacxns,pmids,ecs,annotation
Reactome:R-MMU-71262,Carnitine synthesis,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-71262,Reactome,3,R-MMU-71262,R-MMU-71262,10090,Mus musculus (house mouse),0,133|280|288|725|962|977|1038|27284|160419|164533|439460|440121|5257127|15938971|21604869|54679076,20425|56752|170442,P50431|Q924Y0|Q9JLJ2,6361812|9706223,1.14.11.1|1.2.1.3|1.2.1.47|2.1.2.1,NULL
Reactome:R-MMU-70635,Urea cycle,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-70635,Reactome,3,R-MMU-70635,R-MMU-70635,10090,Mus musculus (house mouse),0,223|769|962|1176|6262|9750|27854|70914|439998|1549073|3423467|3681305|4097574|5460294|5460299|5460307|5461108|7058055|15938965|15983949|25113190|45266541,11846|11847|11898|18416|67824|109900|217214|227231,O08691|P11725|P16460|Q61176|Q8C196|Q8K2T1|Q8R4H7|Q91YI0,NULL,2.1.3.3|2.3.1.1|3.5.3.1|4.3.2.1|6.3.4.16|6.3.4.5,NULL
Reactome:R-MMU-209905,Catecholamine biosynthesis,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-209905,Reactome,3,R-MMU-209905,R-MMU-209905,10090,Mus musculus (house mouse),0,280|681|962|977|1024|1038|5816|6047|23978|27284|439260|6942100|24762165|25246222|44123501|54679076|135402045|135476778,13166|13195|18948|21823,O88533|P24529|P40935|Q64237,363400|1684650|10691773,1.14.16.2|1.14.17.1|2.1.1.28|4.1.1.28,NULL
Reactome:R-MMU-209931,Serotonin and melatonin biosynthesis,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-209931,Reactome,3,R-MMU-209931,R-MMU-209931,10090,Mus musculus (house mouse),0,280|896|903|977|1038|5202|27284|439280|6923516|24762165|25113190|25246222|45266541|135402045|135476778,11298|13195|107626,D3KU66|O88533|O88816,16942634|18155917,2.1.1.4|2.3.1.87|4.1.1.28,NULL
Reactome:R-MMU-2408522,Selenoamino acid metabolism,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-2408522,Reactome,3,R-MMU-2408522,R-MMU-2408522,10090,Mus musculus (house mouse),0,533|962|1038|105024|161597|643975|3681305|4097574|5461108|6326983|6327000|7311724|10176114|15938965|15938972|15983949|16019955|49787001,20768|50493|50880,P97364|Q9JLI6|Q9JMH6,20812787,1.11.1.2|1.8.1.9|2.7.9.3|4.4.1.16,NULL
Reactome:R-MMU-189445,Porphyrin metabolism,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-189445,Reactome,3,R-MMU-189445,R-MMU-189445,10090,Mus musculus (house mouse),0,223|280|281|321|784|962|977|1038|1179|4971|6031|27284|32051|121893|140814|440775|440776|445713|643975|3681305|4097574|5257127|5280352|5280353|5352425|5459858|5459911|5461108|6921588|7048523|7058055|15719509|15938972|15983949|25113190|25202620|45266545|46931104|53356659,11655|11656|11657|12780|12892|14151|15288|17025|17250|19044|22275|22276|26357|28253|70383|101488|226139|226844|394436,B2RXV4|O35379|P07724|P08680|P10518|P22315|P22907|P36552|P51163|P51175|P70697|Q63886|Q7TMS5|Q8BJ03|Q8BXB6|Q8CFY5|Q8VC19|Q8VI47|Q9JJL3,NULL,1.3.3.3|1.3.3.4|2.3.1.37|2.4.1.17|2.5.1.141|2.5.1.61|4.1.1.37|4.2.1.24|4.2.1.75|4.99.1.1|7.6.2.-|7.6.2.2|7.6.2.3,NULL
Reactome:R-MMU-189451,Heme biosynthesis,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-189451,Reactome,3,R-MMU-189451,R-MMU-189451,10090,Mus musculus (house mouse),0,223|280|321|784|962|977|1038|1179|4971|27284|32051|121893|140814|440775|440776|445713|643975|3681305|4097574|5257127|5352425|5461108|6921588|7048523|7058055|15719509|25113190|45266545|46931104|53356659,11655|11656|11657|12892|14151|15288|17025|19044|22275|22276|26357|70383|226139|226844,B2RXV4|P07724|P08680|P10518|P22315|P22907|P36552|P51163|P51175|P70697|Q7TMS5|Q8BJ03|Q8CFY5|Q8VC19,10522552|16839620|20506125|26774916,1.3.3.3|1.3.3.4|2.3.1.37|2.5.1.141|2.5.1.61|4.1.1.37|4.2.1.24|4.2.1.75|4.99.1.1|7.6.2.2,NULL
Reactome:R-MMU-189483,Heme degradation,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-189483,Reactome,3,R-MMU-189483,R-MMU-189483,10090,Mus musculus (house mouse),0,281|962|977|6031|27284|3681305|5280352|5280353|5459858|5459911|5461108|7058055|15938972|15983949|25202620|53356659,11657|12780|17250|26357|28253|101488|394436,O35379|P07724|Q63886|Q7TMS5|Q8BXB6|Q8VI47|Q9JJL3,12909459,2.4.1.17|7.6.2.-|7.6.2.2|7.6.2.3,NULL
Reactome:R-MMU-156588,Glucuronidation,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-156588,Reactome,3,R-MMU-156588,R-MMU-156588,10090,Mus musculus (house mouse),0,962|1038|6031|439156|439165|445675|446541|4097574|5280352|5317750|5459858|5459911|7058168|10028772|15938971|21604869|25202620|124202362,22235|213012|216558|242585|394436,A2AKQ0|O70475|Q63886|Q6PE15|Q91ZJ5,10836148|14977861,1.1.1.22|2.4.1.17|2.7.7.9|3.1.1.93|3.1.2.22,NULL
Reactome:R-MMU-156581,Methylation,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-156581,Reactome,3,R-MMU-156581,R-MMU-156581,10090,Mus musculus (house mouse),0,72|544|712|778|813|888|962|977|1038|1049|2513|5778|5884|5886|13597|32051|60961|114800|161491|167250|643975|643976|667490|3681305|4097574|5461108|5461136|6992087|7048684|15938971|24762165|25195380|25246222|40467895|54706655|71306319,12846|13077|14873|18113|22017|57344|67674|67768|108645|210009|232087|238505|269378,A6H5Y3|O09131|O55060|O55239|O88587|P00186|P50247|Q3THS6|Q6SKR2|Q8C1A3|Q91WU5|Q99LB6|Q9DCG9,10331075|10898761|15130560,1.14.14.1|1.16.1.8|1.20.4.2|1.8.5.1|2.1.1.-|2.1.1.1|2.1.1.13|2.1.1.137|2.1.1.6|2.1.1.67|2.5.1.18|2.5.1.6|3.3.1.1|4.2.1.152,NULL
Reactome:R-MMU-354192,Integrin signaling,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-354192,Reactome,3,R-MMU-354192,R-MMU-354192,10090,Mus musculus (house mouse),0,271|962|3681305|5461108|7058055|135398618|135398632,12927|12928|12988|14083|14784|16399|16416|19246|20662|20779|20963|21894|54519,O54890|P05480|P26039|P34152|P35821|P41241|P48025|P98083-2|Q60631|Q61140|Q62245|Q64010|Q8R5A3|Q9QUM0,10508650|10605720|14754902|15205259|16102042|17084981|17624957|19118207|28106780,2.7.10.2|3.1.3.48,NULL
Reactome:R-MMU-186712,Regulation of beta-cell development,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-186712,Reactome,3,R-MMU-186712,R-MMU-186712,10090,Mus musculus (house mouse),0,5461108|7058055,56458,Q9R1E0,11575290|12591178|15298336|18094957,NULL,NULL
Reactome:R-MMU-109581,Apoptosis,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-109581,Reactome,3,R-MMU-109581,R-MMU-109581,10090,Mus musculus (house mouse),0,962|3681305|5461108|7058055,11518|11783|11797|11798|12015|12018|12028|12043|12048|12122|12125|12169|12367|12368|12369|12370|12371|12387|12550|12633|13063|13169|13176|13347|13368|13510|13511|13512|14082|14083|14272|14453|14939|16211|16646|16906|17762|18107|18260|18753|18761|18772|18810|18952|19057|19058|19766|19877|20230|21872|21873|22030|22352|22627|22628|22629|22630|22631|26413|26417|26419|27061|54401|54722|55948|56215|56369|56455|58801|66593|67013|68097|69146|70415|71609|72993|74006|74143|74268|106759|109620|171543|223255|227753|269582,E9Q557|O08734|O08738|O35732|O35902|O54786|O54788|O54918|O55111|O70310|O70456|O88879|O89110|P04187|P09803|P10417|P10637|P11862|P13020|P14733|P16546|P20152|P28661|P28867|P34152|P39429|P39447|P48455|P48678-3|P58281|P61982|P62259|P62897|P63085|P63101|P63168|P68254|P68510|P70168|P70211|P70335|P70444|P70677|P97350|P97504|P97864|Q02111|Q02248|Q07813|Q3U0V2|Q60611|Q60855|Q60960|Q60989|Q61146|Q61160|Q61239|Q61315|Q61335|Q61337|Q61495|Q62210|Q62418|Q63810|Q63844|Q64373|Q80UF7|Q80YR7|Q8C3Q9|Q8K1M6|Q8K3H0|Q91Y86|Q91ZE9|Q99JT2|Q99KH8|Q9CQV8|Q9D0M5|Q9D8H7|Q9D8T2|Q9D9K3|Q9JIQ3|Q9JIX8|Q9JM54|Q9QXS1|Q9QYC0|Q9WVQ5|Q9Z0U1|Q9Z2D3,4561027|12189384|12209154|12505355|14561771|14634621|15218528,2.3.1.97|2.3.2.27|2.5.1.58|2.5.1.59|2.7.10.2|2.7.11.1|2.7.11.13|2.7.11.24|3.-.-.-|3.1.3.16|3.4.21.79|3.4.22.56|3.4.22.59|3.4.22.60|3.4.22.61|3.4.22.62|3.4.24.-|3.6.5.5|4.2.1.109,NULL
Reactome:R-MMU-2262749,Cellular response to hypoxia,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-2262749,Reactome,3,R-MMU-2262749,R-MMU-2262749,10090,Mus musculus (house mouse),0,51|280|977|1110,11863|15251|16913|17463|17684|19166|19167|19170|19171|19172|19173|19175|19177|19179|19182|19184|19185|19186|19192|21762|22123|22346|23996|23997|26440|26441|26442|26443|26444|26445|53417|56438|57296|59029|66413|66997|66998|67089|67151|67673|67923|69077|70247|71745|73677|73902|103554|228769|319594|328572|621823,B2RWS6|O09061|O35226|O35593|O35740|O35955|O55234|O70435|O88685|P14685|P26516|P28063|P40338|P49722|P53762|P54775|P61290|P62192|P62196|P62334|P62869|P62878|P70195|P83940|P97371|P97372|P99026|Q0VBL6|Q3TXS7|Q5SSW2|Q60692|Q61221|Q8BG32|Q8BG41|Q8BHL8|Q8BJY1|Q8BLR9|Q8BVQ9|Q8VDM4|Q99JI4|Q9CR00|Q9CWH6|Q9CX56|Q9D4H8|Q9D8W5|Q9QUM9|Q9R1P0|Q9R1P3|Q9R1P4|Q9WVJ2|Q9Z2U0|Q9Z2U1,15304631,1.14.11.30|1.14.11.n4|2.3.1.-|2.3.1.48|2.3.2.27|2.3.2.32|3.4.19.-|3.4.25.1,NULL
Reactome:R-MMU-1234174,Cellular response to hypoxia,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-1234174,Reactome,3,R-MMU-1234174,R-MMU-1234174,10090,Mus musculus (house mouse),0,280|977|27284|160419|164533|54679076,11863|15251|16912|16913|17463|17684|19166|19167|19170|19171|19172|19173|19175|19177|19179|19181|19182|19184|19185|19186|19192|21762|22123|22346|23996|23997|26440|26441|26442|26443|26444|26445|26446|53380|53417|56438|57296|59029|66413|66997|66998|67089|67151|67673|67923|69077|70247|71745|73677|73902|103554|112406|112407|228769|319594|328572|621823,B2RWS6|O09061|O35226|O35593|O35740|O35955|O55234|O70435|O88685|P14685|P26516|P28063|P28076|P40338|P45481|P46471|P49722|P53762|P54775|P61290|P62192|P62196|P62334|P62869|P62878|P70195|P83940|P97371|P97372|P99026|Q0VBL6|Q3TXS7|Q5SSW2|Q60692|Q61221|Q8BG32|Q8BG41|Q8BHL8|Q8BJY1|Q8BLR9|Q8VDM4|Q91UZ4|Q91YE2|Q99JI4|Q9CR00|Q9CWH6|Q9CX56|Q9D4H8|Q9D8W5|Q9QUM9|Q9R1P0|Q9R1P1|Q9R1P3|Q9R1P4|Q9WVJ2|Q9Z2U0|Q9Z2U1|Q9Z2X2,15304631|16724055|17916722|18498744|19339544|19704417|20728359|20965423|21335549,1.14.11.-|1.14.11.29|1.14.11.30|1.14.11.n4|2.3.1.-|2.3.1.48|2.3.2.27|2.3.2.32|3.4.19.-|3.4.25.1,NULL
Reactome:R-MMU-210774,Regulation of Beta-Cell Development,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-210774,Reactome,3,R-MMU-210774,R-MMU-210774,10090,Mus musculus (house mouse),1,NULL,11925|14165|15205|15376|15377|15378|15379|15874|16333|18012|18088|18096|18128|18508|18609|19213|19664|20526|21405|21410|26424|30942|53626|56458|246086|378435,O08755|O35565|P01325|P12968|P14246|P22361|P27889|P31266|P35428|P35583|P35584|P42586|P45448|P49698|P52946|P53657-1|P63015|P70661|Q01705|Q60867|Q63ZV0|Q8CF90|Q8K557|Q99MA9|Q9QX98|Q9R1E0|Q9WUU6,NULL,NULL,NULL
Reactome:R-MMU-390522,Striated Muscle Contraction,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-390522,Reactome,3,R-MMU-390522,R-MMU-390522,10090,Mus musculus (house mouse),0,271|3681305|5461108|7058055,13346|13405|21393|22352,A0A571BF58|A2ASS6|O70548|P11531|P20152|P31001,13165697|13175187|15173217|15173218,2.7.11.1,NULL
Reactome:R-MMU-9006921,Integrin signaling,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-9006921,Reactome,3,R-MMU-9006921,R-MMU-9006921,10090,Mus musculus (house mouse),0,271|962|1061|5957|6022|135398619|135398633,12927|12928|12988|14784|16399|16416|19246|20662|20779|20963|21894|54519,O54890|P05480|P26039|P34152-4|P35821|P41241|P48025|P98083-2|Q60631|Q61140|Q62245|Q64010|Q8R5A3|Q9QUM0,17084981|19118207|28106780,2.7.10.2|3.1.3.48,NULL
Reactome:R-MMU-194840,Rho GTPase cycle,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-194840,Reactome,3,R-MMU-194840,R-MMU-194840,10090,Mus musculus (house mouse),0,962|3681305|5461108|7058055|135398619|135398633,12539|26554|69288|73296|246710,Q61081|Q91V93|Q9CTN4|Q9DAK3|Q9JLV5,9308960|16212495|17222083,3.6.1.-,NULL
BioCyc:MOUSE_PWY-5874,heme degradation,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=PWY-5874,BioCyc,1,MOUSE_PWY-5874,PWY-5874,10090,Mus musculus (house mouse),1,281|962|977|27284|7067843|25245769|44229124,15368|15369|109778|233016,O70252|P14901|Q923D2|Q9CY64,NULL,1.14.14.18|1.3.1.24|1.5.1.30,NULL
BioCyc:MOUSE_PWY3FA-941,ketogenesis,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=PWY3FA-941,BioCyc,1,MOUSE_PWY3FA-941,PWY3FA-941,10090,Mus musculus (house mouse),0,180|280|962|1038|3617|4349538|6971017|6971058|15938971|25113190|25244586|25245580,15356|15360|69772|71911|110446|110460|208715|208982,P38060|P54869|Q80XN0|Q8CAY6|Q8JZK9|Q8JZS7|Q8JZV9|Q8QZT1,NULL,1.1.1.-|1.1.1.30|2.3.1.9|2.3.3.10|4.1.3.4,NULL
BioCyc:MOUSE_PWY-4984,urea cycle,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=PWY-4984,BioCyc,1,MOUSE_PWY-4984,PWY-4984,10090,Mus musculus (house mouse),0,222|280|962|1023|1038|1176|5957|6022|3423467|5231987|5460307|5460542|6992088|15938965|25244873|25245925,11846|11847|11898|18416|109900|227231,O08691|P11725|P16460|Q61176|Q8C196|Q91YI0,NULL,2.1.3.3|3.5.3.1|4.3.2.1|6.3.4.16|6.3.4.5,NULL
BioCyc:MOUSE_COA-PWY,coenzyme A biosynthesis,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=COA-PWY,BioCyc,1,MOUSE_COA-PWY,COA-PWY,10090,Mus musculus (house mouse),0,280|1023|1038|5957|6022|5260155|7058165|7058166|16755653|25113190|25244237|25245609|25245905,66812|68087|71743|106564,Q8BHC4|Q8BZB2|Q8VDG5|Q9DBL7,NULL,2.7.1.24|2.7.7.3|4.1.1.36|6.3.2.51,NULL
BioCyc:MOUSE_PENTOSE-P-PWY,pentose phosphate pathway,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=PENTOSE-P-PWY,BioCyc,1,MOUSE_PENTOSE-P-PWY,PENTOSE-P-PWY,10090,Mus musculus (house mouse),0,280|962|1038|5459820|15938972|15983949|21144996|21604863|23421199|24794349|24794350|25243964|25243986|25244251|25246175,14380|14381|19895|21351|21881|66171|66646|74419|83553|100198|110208,P40142|P47968|P97324|Q00612|Q8CFX1|Q8VEE0|Q93092|Q99MX0|Q9CQ60|Q9D4D4|Q9DCD0,NULL,1.1.1.363|1.1.1.44|1.1.1.47|1.1.1.49|2.2.1.1|2.2.1.2|3.1.1.31|5.1.3.1|5.3.1.6,NULL
BioCyc:MOUSE_PWY-6030,serotonin and melatonin biosynthesis,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=PWY-6030,BioCyc,1,MOUSE_PWY-6030,PWY-6030,10090,Mus musculus (house mouse),0,280|896|903|977|1038|1125|4048638|6923516|23724532|25113190|25243949|25244586|25246222|44229224,11298|13195|21990|216343,O88533|O88816|P17532|Q8CGV2,NULL,1.14.16.4|2.3.1.87|4.1.1.28,NULL
BioCyc:MOUSE_PWY66-367,ketogenesis,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=PWY66-367,BioCyc,1,MOUSE_PWY66-367,PWY66-367,10090,Mus musculus (house mouse),0,180|280|962|1038|3617|4349538|6971017|6971058|15938971|25113190|25244586|25245580,15356|15360|69772|71911|110446|110460|208715|208982,P38060|P54869|Q80XN0|Q8CAY6|Q8JZK9|Q8JZS7|Q8JZV9|Q8QZT1,NULL,1.1.1.-|1.1.1.30|2.3.1.9|2.3.3.10|4.1.3.4,NULL
BioCyc:MOUSE_PWY66-301,catecholamine biosynthesis,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=PWY66-301,BioCyc,1,MOUSE_PWY66-301,PWY66-301,10090,Mus musculus (house mouse),0,280|962|977|1038|1125|3713609|3810693|4102253|4300518|6971033|23724532|25246222|44123501|44229109|44229224,13166|13195|18948|21823|59012|194357,O88533|P24529|P40935|Q64237|Q7TT41|Q9CXI3,6143403|7715703,1.14.16.2|1.14.17.-|1.14.17.1|2.1.1.28|4.1.1.28,NULL
BioCyc:MOUSE_SERSYN-PWY,serine biosynthesis,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=SERSYN-PWY,BioCyc,1,MOUSE_SERSYN-PWY,SERSYN-PWY,10090,Mus musculus (house mouse),0,962|1038|164533|4349538|5460299|5460375|6857581|7059387|15938971|25245548,56433|100678|107272|236539,Q61753|Q99K85|Q99LS3|Q9QZ88,NULL,1.1.1.95|2.6.1.52|3.1.3.3,NULL
BioCyc:MOUSE_TCA-1,TCA cycle,organism_specific,pathway,https://biocyc.org/MOUSE/NEW-IMAGE?object=TCA-1,BioCyc,1,MOUSE_TCA-1,TCA-1,10090,Mus musculus (house mouse),0,280|962|1038|4462|31348|160419|164533|164550|447920|4349538|5459771|5459792|5459816|5460307|7058167|15938971|15938972|15983949|21604868|25113190|25244586|25245777,11428|11429|12974|14194|17448|20917|56451|66052|66925|66945|67680|269951,P08249|P28271|P54071|P97807|Q8K2B3|Q99KI0|Q9CQA3|Q9CXV1|Q9CZB0|Q9CZU6|Q9WUM5|Q9Z2I8,NULL,1.1.1.37|1.1.1.42|1.3.5.1|2.3.3.1|4.2.1.2|4.2.1.3|6.2.1.4|6.2.1.5,NULL
WikiPathways:WP103,Cholesterol biosynthesis,organism_specific,Metabolic Process,https://www.wikipathways.org/index.php/Pathway:WP103,WikiPathways,5,WP103,WP103,10090,Mus musculus (house mouse),0,444493|5459811,13121|13360|14137|15357|16987|17855|18194|20775|66234|68603|110196|192156|208715|235293|319554,NULL,9498553,NULL,NULL
WikiPathways:WP1241,Glucuronidation,organism_specific,Metabolic Process,https://www.wikipathways.org/index.php/Pathway:WP1241,WikiPathways,5,WP1241,WP1241,10090,Mus musculus (house mouse),0,962|1004|1038|5892|5957|5958|6031|6133|8629|17473|64689|65533|159296|439153,15275|22235|22236|66681|71773|72094|72157|94215|100727|109785|216558|226041|394430|394433|394436|434493|552899,NULL,19244115,NULL,NULL
WikiPathways:WP1247,Methylation,organism_specific,Metabolic Process,https://www.wikipathways.org/index.php/Pathway:WP1247,WikiPathways,5,WP1247,WP1247,10090,Mus musculus (house mouse),0,1004|5957|6137|34756|439155,11720|12846|18113|18948|21743|22017|108645|140483|232087,NULL,19035562,NULL,NULL
WikiPathways:WP1254,Apoptosis,organism_specific,Cellular Process,https://www.wikipathways.org/index.php/Pathway:WP1254,WikiPathways,5,WP1254,WP1254,10090,Mus musculus (house mouse),0,NULL,11651|11783|11796|11797|11798|11799|12015|12018|12028|12043|12048|12050|12122|12123|12125|12177|12362|12363|12366|12367|12368|12369|12370|12371|12633|12675|12905|13347|13368|14082|14102|14103|14940|15201|16000|16001|16002|16150|16151|16362|16363|16364|16476|16992|17210|17246|17869|18033|18035|18036|18037|18646|18708|19697|19766|21926|21933|21937|21938|22029|22030|22031|22035|22059|22061|22062|26398|26401|26414|27056|51800|54123|54131|54139|58801|66593|71609|72193|85030|94185,NULL,19079265,NULL,NULL
WikiPathways:WP1259,Retinol metabolism,organism_specific,Metabolic Process,https://www.wikipathways.org/index.php/Pathway:WP1259,WikiPathways,5,WP1259,WP1259,10090,Mus musculus (house mouse),0,446925|448438|5280795|5280899|5281224|5281227|5281243|6419725|23724629,11522|11668|12491|12903|12904|13082|13106|16956|19378|19401|19411|19659|19660|19662|19682|19771|19892|20148|20181|20182|20183|20778|20887|26876|27409|54200|56847|63857|63954|67442|67470|77974|79235|98711|218772|232174|235033|237636,NULL,1416048,NULL,NULL
WikiPathways:WP150,DNA replication,organism_specific,Cellular Process,https://www.wikipathways.org/index.php/Pathway:WP150,WikiPathways,5,WP150,WP150,10090,Mus musculus (house mouse),0,6022|15993|65070|65091|135398599,12544|12545|12566|17215|17216|17217|17218|17219|17220|18392|18393|18538|18968|18969|18971|18972|18973|18974|19075|19076|19687|19718|19891|22186|22190|23834|26428|26429|27214|50793|56452|57441|67177|67967|68240|68275|69263|69745|70024|72151|106344,NULL,12045100,NULL,NULL
WikiPathways:WP164,Glutathione metabolism,organism_specific,Metabolic Process,https://www.wikipathways.org/index.php/Pathway:WP164,WikiPathways,5,WP164,WP164,10090,Mus musculus (house mouse),0,750|5862|5884|5885|7405|8030|33032|65359|123938|124886|439498|444493|14253336,14381|14598|14629|14630|14775|14776|14778|14782|14854|14857|14863|14871|14872|15926|16790|23887|68312|75475|625249,NULL,NULL,NULL,NULL
WikiPathways:WP18,Heme biosynthesis,organism_specific,Metabolic Process,https://www.wikipathways.org/index.php/Pathway:WP18,WikiPathways,5,WP18,WP18,10090,Mus musculus (house mouse),0,222|280|784|788|962|977|87642,11655|11656|12892|14151|15288|17025|19044|22275|22276,NULL,NULL,NULL,NULL
WikiPathways:WP216,Striated Muscle Contraction,organism_specific,Physiological Process,https://www.wikipathways.org/index.php/Pathway:WP216,WikiPathways,5,WP216,WP216,10090,Mus musculus (house mouse),1,NULL,11459|11464|11465|11472|11474|11475|12373|13346|13405|17868|17879|17883|17884|17885|17888|17896|17897|17901|17906|17929|17930|17996|21393|21916|21924|21925|21952|21953|21954|21955|21956|21957|22003|22004|22138|22352|59069|60595|66106|71912|98932|109272|140781|233199|326618,NULL,NULL,NULL,NULL
WikiPathways:WP2185,Purine metabolism,organism_specific,Metabolic Process,https://www.wikipathways.org/index.php/Pathway:WP2185,WikiPathways,5,WP2185,WP2185,10090,Mus musculus (house mouse),0,190|203|222|1118|1175|1176|1188|5957|5961|6022|6076|6083|7339|9679|10214|10238|12599|13730|15993|21706|60961|64959|65110|73323|130805|160666|160913|161500|165381|165388|166760|188966|250388|439167|439236|439269|439296|439714|439905|440322|443736|445794|447145|5462266|135398570|135398585|135398592|135398593|135398595|135398597|135398599|135398614|135398616|135398619|135398629|135398631|135398633|135398634|135398635|135398637|135398638|135398640|135398641|135398643|135398651|135398667,11486|11512|11513|11514|11515|11534|11564|11565|11566|11636|11637|11639|11717|11821|12495|12496|12497|12499|13178|14198|14450|14544|14917|14918|14919|14923|15452|16434|18102|18103|18160|18573|18574|18575|18576|18577|18578|18582|18583|18584|18585|18587|18588|18605|18746|18770|18950|18968|18969|18971|18972|18973|18974|19075|19076|19139|20016|20017|20018|20019|20020|20021|20022|20133|20135|22262|22436|23917|23918|23959|23971|23972|23984|26939|27369|29863|50773|53893|54195|54369|54611|56520|59001|60596|64424|66136|66355|66358|66401|66420|66491|66681|66979|67005|67054|67065|67464|67486|67710|67967|68695|68870|69241|69745|69833|69870|69920|70408|70428|70881|71701|72090|72157|73532|74167|74414|75456|75533|75686|76025|76952|76974|78600|78801|78929|79059|94041|103850|104110|104111|105446|107569|108147|109674|110385|110639|110855|171567|207728|209558|210044|215446|218461|218832|224129|225600|229363|229589|229665|229949|230103|230718|231327|231329|231903|234889|237823|238871|239134|241489|242202|245650|245841|271639|328099|382985|432530|625405|633979|667034|100043714|100046796|100862375|102216272,NULL,NULL,NULL,NULL
